geoid,tract_name,borough,B25003_E001,B25003_M001,B25003_E002,B25003_M002,B25003_E003,B25003_M003
1400000US36005039700,"Census Tract 397, Bronx County, New York",Bronx,521,57,17,20,504,59
1400000US36005039800,"Census Tract 398, Bronx County, New York",Bronx,1251,268,524,142,727,284
1400000US36005039901,"Census Tract 399.01, Bronx County, New York",Bronx,1678,203,25,35,1653,205
1400000US36005039902,"Census Tract 399.02, Bronx County, New York",Bronx,1727,204,17,28,1710,206
1400000US36005040100,"Census Tract 401, Bronx County, New York",Bronx,2172,452,36,42,2136,451
1400000US36005040302,"Census Tract 403.02, Bronx County, New York",Bronx,1581,364,8,13,1573,366
1400000US36005040303,"Census Tract 403.03, Bronx County, New York",Bronx,1375,87,84,54,1291,105
1400000US36005040304,"Census Tract 403.04, Bronx County, New York",Bronx,1267,144,47,35,1220,144
1400000US36005040400,"Census Tract 404, Bronx County, New York",Bronx,1123,187,635,163,488,152
1400000US36005040501,"Census Tract 405.01, Bronx County, New York",Bronx,1325,144,99,69,1226,151
1400000US36005040502,"Census Tract 405.02, Bronx County, New York",Bronx,2461,329,202,166,2259,320
1400000US36005040600,"Census Tract 406, Bronx County, New York",Bronx,1413,235,464,181,949,218
1400000US36005040701,"Census Tract 407.01, Bronx County, New York",Bronx,1205,302,6,11,1199,302
1400000US36005040702,"Census Tract 407.02, Bronx County, New York",Bronx,2801,345,94,76,2707,340
1400000US36005040800,"Census Tract 408, Bronx County, New York",Bronx,1467,230,205,102,1262,252
1400000US36005040900,"Census Tract 409, Bronx County, New York",Bronx,1409,167,474,119,935,181
1400000US36005041100,"Census Tract 411, Bronx County, New York",Bronx,1571,268,171,95,1400,271
1400000US36005041300,"Census Tract 413, Bronx County, New York",Bronx,3199,306,132,85,3067,324
1400000US36005041400,"Census Tract 414, Bronx County, New York",Bronx,1779,303,1028,282,751,263
1400000US36005041500,"Census Tract 415, Bronx County, New York",Bronx,2293,347,398,158,1895,371
1400000US36005041800,"Census Tract 418, Bronx County, New York",Bronx,1289,188,194,99,1095,219
1400000US36005041900,"Census Tract 419, Bronx County, New York",Bronx,2592,258,104,109,2488,280
1400000US36005042000,"Census Tract 420, Bronx County, New York",Bronx,1711,384,90,93,1621,393
1400000US36005042100,"Census Tract 421, Bronx County, New York",Bronx,2290,166,166,118,2124,195
1400000US36005042200,"Census Tract 422, Bronx County, New York",Bronx,1292,262,625,221,667,214
1400000US36005042300,"Census Tract 423, Bronx County, New York",Bronx,1485,149,39,32,1446,150
1400000US36005042400,"Census Tract 424, Bronx County, New York",Bronx,760,114,360,109,400,121
1400000US36005042500,"Census Tract 425, Bronx County, New York",Bronx,2369,266,162,115,2207,282
1400000US36005042600,"Census Tract 426, Bronx County, New York",Bronx,2165,356,1442,322,723,386
1400000US36005042800,"Census Tract 428, Bronx County, New York",Bronx,809,234,685,237,124,53
1400000US36005042901,"Census Tract 429.01, Bronx County, New York",Bronx,1249,198,21,23,1228,196
1400000US36005042902,"Census Tract 429.02, Bronx County, New York",Bronx,1599,145,103,57,1496,148
1400000US36005043000,"Census Tract 430, Bronx County, New York",Bronx,1327,395,830,194,497,378
1400000US36005043101,"Census Tract 431.01, Bronx County, New York",Bronx,1833,275,0,19,1833,275
1400000US36005043102,"Census Tract 431.02, Bronx County, New York",Bronx,1692,238,265,124,1427,258
1400000US36005043400,"Census Tract 434, Bronx County, New York",Bronx,1597,229,625,221,972,196
1400000US36005043501,"Census Tract 435.01, Bronx County, New York",Bronx,446,40,0,14,446,40
1400000US36005043502,"Census Tract 435.02, Bronx County, New York",Bronx,0,14,0,14,0,14
1400000US36005043503,"Census Tract 435.03, Bronx County, New York",Bronx,0,14,0,14,0,14
1400000US36005043600,"Census Tract 436, Bronx County, New York",Bronx,753,94,429,104,324,105
1400000US36005044200,"Census Tract 442, Bronx County, New York",Bronx,1261,307,728,355,533,163
1400000US36005044400,"Census Tract 444, Bronx County, New York",Bronx,1424,247,864,271,560,253
1400000US36005044800,"Census Tract 448, Bronx County, New York",Bronx,713,142,491,128,222,143
1400000US36005044901,"Census Tract 449.01, Bronx County, New York",Bronx,910,105,434,108,476,130
1400000US36005044902,"Census Tract 449.02, Bronx County, New York",Bronx,973,118,300,69,673,135
1400000US36005045101,"Census Tract 451.01, Bronx County, New York",Bronx,1030,282,192,67,838,289
1400000US36005045102,"Census Tract 451.02, Bronx County, New York",Bronx,966,118,608,110,358,139
1400000US36005045600,"Census Tract 456, Bronx County, New York",Bronx,1217,173,816,180,401,181
1400000US36005045800,"Census Tract 458, Bronx County, New York",Bronx,2071,249,0,19,2071,249
1400000US36005046000,"Census Tract 460, Bronx County, New York",Bronx,939,160,162,78,777,168
1400000US36005046203,"Census Tract 462.03, Bronx County, New York",Bronx,3104,662,1472,393,1632,600
1400000US36005046204,"Census Tract 462.04, Bronx County, New York",Bronx,2450,288,1028,354,1422,309
1400000US36005046205,"Census Tract 462.05, Bronx County, New York",Bronx,1840,189,727,202,1113,249
1400000US36005046206,"Census Tract 462.06, Bronx County, New York",Bronx,2040,308,798,168,1242,355
1400000US36005046207,"Census Tract 462.07, Bronx County, New York",Bronx,2913,348,1444,399,1469,246
1400000US36005046208,"Census Tract 462.08, Bronx County, New York",Bronx,1403,295,737,148,666,312
1400000US36005046209,"Census Tract 462.09, Bronx County, New York",Bronx,1410,425,203,93,1207,427
1400000US36005048401,"Census Tract 484.01, Bronx County, New York",Bronx,1251,193,582,180,669,143
1400000US36005048402,"Census Tract 484.02, Bronx County, New York",Bronx,0,14,0,14,0,14
1400000US36005050400,"Census Tract 504, Bronx County, New York",Bronx,0,14,0,14,0,14
1400000US36005051601,"Census Tract 516.01, Bronx County, New York",Bronx,1949,295,1449,309,500,205
1400000US36005051602,"Census Tract 516.02, Bronx County, New York",Bronx,0,14,0,14,0,14
1400000US36047000100,"Census Tract 1, Kings County, New York",Brooklyn,2594,325,1751,277,843,318
1400000US36047000200,"Census Tract 2, Kings County, New York",Brooklyn,383,65,124,55,259,82
1400000US36047000301,"Census Tract 3.01, Kings County, New York",Brooklyn,2100,286,1030,166,1070,265
1400000US36047000501,"Census Tract 5.01, Kings County, New York",Brooklyn,1958,277,1127,288,831,126
1400000US36047000502,"Census Tract 5.02, Kings County, New York",Brooklyn,1498,126,618,126,880,169
1400000US36047000700,"Census Tract 7, Kings County, New York",Brooklyn,2043,254,848,210,1195,233
1400000US36047000900,"Census Tract 9, Kings County, New York",Brooklyn,2408,475,632,203,1776,542
1400000US36047001100,"Census Tract 11, Kings County, New York",Brooklyn,859,112,75,54,784,96
1400000US36047001300,"Census Tract 13, Kings County, New York",Brooklyn,1395,165,867,155,528,179
1400000US36047001501,"Census Tract 15.01, Kings County, New York",Brooklyn,2159,223,369,154,1790,242
1400000US36047001502,"Census Tract 15.02, Kings County, New York",Brooklyn,2990,306,435,164,2555,331
1400000US36047001801,"Census Tract 18.01, Kings County, New York",Brooklyn,0,14,0,14,0,14
1400000US36047001802,"Census Tract 18.02, Kings County, New York",Brooklyn,0,14,0,14,0,14
1400000US36047001803,"Census Tract 18.03, Kings County, New York",Brooklyn,0,14,0,14,0,14
1400000US36047001804,"Census Tract 18.04, Kings County, New York",Brooklyn,0,14,0,14,0,14
1400000US36047002000,"Census Tract 20, Kings County, New York",Brooklyn,407,83,129,51,278,98
1400000US36047002100,"Census Tract 21, Kings County, New York",Brooklyn,2800,272,1391,333,1409,259
1400000US36047002200,"Census Tract 22, Kings County, New York",Brooklyn,1592,183,580,166,1012,187
1400000US36047002300,"Census Tract 23, Kings County, New York",Brooklyn,1475,218,85,76,1390,232
1400000US36047002901,"Census Tract 29.01, Kings County, New York",Brooklyn,1337,171,0,14,1337,171
1400000US36047003000,"Census Tract 30, Kings County, New York",Brooklyn,771,164,368,80,403,181
1400000US36047003101,"Census Tract 31.01, Kings County, New York",Brooklyn,1748,202,672,133,1076,181
1400000US36047003102,"Census Tract 31.02, Kings County, New York",Brooklyn,0,14,0,14,0,14
1400000US36047003300,"Census Tract 33, Kings County, New York",Brooklyn,2507,329,301,98,2206,318
1400000US36047003400,"Census Tract 34, Kings County, New York",Brooklyn,1525,220,758,135,767,214
1400000US36047003500,"Census Tract 35, Kings County, New York",Brooklyn,1167,110,187,66,980,114
1400000US36047003600,"Census Tract 36, Kings County, New York",Brooklyn,1934,228,620,146,1314,262
1400000US36047003700,"Census Tract 37, Kings County, New York",Brooklyn,2727,271,413,161,2314,216
1400000US36047003800,"Census Tract 38, Kings County, New York",Brooklyn,596,61,382,71,214,64
1400000US36047003900,"Census Tract 39, Kings County, New York",Brooklyn,1320,108,406,123,914,129
1400000US36047004100,"Census Tract 41, Kings County, New York",Brooklyn,1387,162,415,106,972,158
1400000US36047004300,"Census Tract 43, Kings County, New York",Brooklyn,1964,176,527,145,1437,231
1400000US36047004400,"Census Tract 44, Kings County, New York",Brooklyn,922,84,698,88,224,67
1400000US36047004500,"Census Tract 45, Kings County, New York",Brooklyn,1692,128,779,140,913,135
1400000US36047004600,"Census Tract 46, Kings County, New York",Brooklyn,512,141,337,92,175,131
1400000US36047004700,"Census Tract 47, Kings County, New York",Brooklyn,849,96,270,65,579,99
1400000US36047004900,"Census Tract 49, Kings County, New York",Brooklyn,1056,143,397,117,659,110
1400000US36047005000,"Census Tract 50, Kings County, New York",Brooklyn,1069,132,583,106,486,118
1400000US36047005100,"Census Tract 51, Kings County, New York",Brooklyn,1008,184,506,123,502,138
1400000US36047005201,"Census Tract 52.01, Kings County, New York",Brooklyn,968,111,191,43,777,120
1400000US36047005202,"Census Tract 52.02, Kings County, New York",Brooklyn,1496,151,784,170,712,134
1400000US36047005301,"Census Tract 53.01, Kings County, New York",Brooklyn,920,131,348,114,572,99
1400000US36047005302,"Census Tract 53.02, Kings County, New York",Brooklyn,45,32,0,14,45,32
1400000US36047005303,"Census Tract 53.03, Kings County, New York",Brooklyn,67,45,44,34,23,33
1400000US36047005400,"Census Tract 54, Kings County, New York",Brooklyn,1751,206,529,119,1222,222
1400000US36047005601,"Census Tract 56.01, Kings County, New York",Brooklyn,1451,309,817,302,634,125
1400000US36047005602,"Census Tract 56.02, Kings County, New York",Brooklyn,965,123,604,146,361,76
1400000US36047005800,"Census Tract 58, Kings County, New York",Brooklyn,1459,145,336,93,1123,149
1400000US36047005900,"Census Tract 59, Kings County, New York",Brooklyn,633,74,55,36,578,81
1400000US36047006000,"Census Tract 60, Kings County, New York",Brooklyn,969,152,286,113,683,135
1400000US36047006200,"Census Tract 62, Kings County, New York",Brooklyn,1098,120,314,97,784,146
1400000US36047006300,"Census Tract 63, Kings County, New York",Brooklyn,874,155,253,77,621,138
1400000US36047006400,"Census Tract 64, Kings County, New York",Brooklyn,1460,136,403,116,1057,156
1400000US36047006500,"Census Tract 65, Kings County, New York",Brooklyn,2456,365,1056,365,1400,227
1400000US36047006600,"Census Tract 66, Kings County, New York",Brooklyn,1714,168,427,118,1287,190
1400000US36047006700,"Census Tract 67, Kings County, New York",Brooklyn,1587,273,658,128,929,244
1400000US36047006800,"Census Tract 68, Kings County, New York",Brooklyn,1637,190,312,118,1325,189
1400000US36047006901,"Census Tract 69.01, Kings County, New York",Brooklyn,807,132,260,69,547,131
1400000US36047006902,"Census Tract 69.02, Kings County, New York",Brooklyn,826,112,323,72,503,119
1400000US36047007000,"Census Tract 70, Kings County, New York",Brooklyn,1210,169,546,153,664,167
1400000US36047007100,"Census Tract 71, Kings County, New York",Brooklyn,1631,196,294,92,1337,209
1400000US36047007200,"Census Tract 72, Kings County, New York",Brooklyn,570,103,46,40,524,115
1400000US36047007400,"Census Tract 74, Kings County, New York",Brooklyn,1568,235,308,99,1260,260
1400000US36047007500,"Census Tract 75, Kings County, New York",Brooklyn,2101,296,968,173,1133,311
1400000US36047007600,"Census Tract 76, Kings County, New York",Brooklyn,1280,218,294,133,986,210
1400000US36047007700,"Census Tract 77, Kings County, New York",Brooklyn,2901,353,837,342,2064,224
1400000US36047007800,"Census Tract 78, Kings County, New York",Brooklyn,1387,206,366,100,1021,206
1400000US36047008000,"Census Tract 80, Kings County, New York",Brooklyn,1458,182,423,162,1035,211
1400000US36047008200,"Census Tract 82, Kings County, New York",Brooklyn,1476,262,276,138,1200,258
1400000US36047008400,"Census Tract 84, Kings County, New York",Brooklyn,1064,232,287,145,777,254
1400000US36047008500,"Census Tract 85, Kings County, New York",Brooklyn,2995,410,0,19,2995,410
1400000US36047008600,"Census Tract 86, Kings County, New York",Brooklyn,0,14,0,14,0,14
1400000US36047008800,"Census Tract 88, Kings County, New York",Brooklyn,1193,225,460,114,733,248
1400000US36047009001,"Census Tract 90.01, Kings County, New York",Brooklyn,472,65,147,65,325,84
1400000US36047009002,"Census Tract 90.02, Kings County, New York",Brooklyn,397,96,47,27,350,101
1400000US36047009201,"Census Tract 92.01, Kings County, New York",Brooklyn,586,72,243,92,343,77
1400000US36047009202,"Census Tract 92.02, Kings County, New York",Brooklyn,1019,204,120,52,899,206
1400000US36047009401,"Census Tract 94.01, Kings County, New York",Brooklyn,499,68,161,56,338,67
1400000US36047009402,"Census Tract 94.02, Kings County, New York",Brooklyn,937,217,252,136,685,190
1400000US36047009600,"Census Tract 96, Kings County, New York",Brooklyn,1932,237,699,168,1233,197
1400000US36047009800,"Census Tract 98, Kings County, New York",Brooklyn,1835,230,238,91,1597,232
1400000US36047010000,"Census Tract 100, Kings County, New York",Brooklyn,1840,272,470,210,1370,234
1400000US36047010100,"Census Tract 101, Kings County, New York",Brooklyn,1579,323,485,134,1094,336
1400000US36047010200,"Census Tract 102, Kings County, New York",Brooklyn,1297,145,351,121,946,153
1400000US36047010401,"Census Tract 104.01, Kings County, New York",Brooklyn,607,117,92,52,515,121
1400000US36047010402,"Census Tract 104.02, Kings County, New York",Brooklyn,704,165,104,48,600,162
1400000US36047010601,"Census Tract 106.01, Kings County, New York",Brooklyn,562,73,82,49,480,76
1400000US36047010602,"Census Tract 106.02, Kings County, New York",Brooklyn,610,201,183,99,427,186
1400000US36047010801,"Census Tract 108.01, Kings County, New York",Brooklyn,564,113,158,54,406,125
1400000US36047010802,"Census Tract 108.02, Kings County, New York",Brooklyn,679,143,126,51,553,139
1400000US36047011000,"Census Tract 110, Kings County, New York",Brooklyn,650,96,235,92,415,85
1400000US36047011200,"Census Tract 112, Kings County, New York",Brooklyn,2096,326,349,173,1747,312
1400000US36047011400,"Census Tract 114, Kings County, New York",Brooklyn,864,177,185,117,679,199
1400000US36047011600,"Census Tract 116, Kings County, New York",Brooklyn,1058,249,266,137,792,254
1400000US36047011700,"Census Tract 117, Kings County, New York",Brooklyn,1251,184,625,186,626,145
1400000US36047011800,"Census Tract 118, Kings County, New York",Brooklyn,644,102,73,40,571,103
1400000US36047011901,"Census Tract 119.01, Kings County, New York",Brooklyn,576,97,193,87,383,57
1400000US36047011902,"Census Tract 119.02, Kings County, New York",Brooklyn,0,14,0,14,0,14
1400000US36047012000,"Census Tract 120, Kings County, New York",Brooklyn,341,115,118,110,223,43
1400000US36047012100,"Census Tract 121, Kings County, New York",Brooklyn,950,145,308,100,642,115
1400000US36047012200,"Census Tract 122, Kings County, New York",Brooklyn,1466,280,401,129,1065,289
1400000US36047012600,"Census Tract 126, Kings County, New York",Brooklyn,892,91,279,80,613,94
1400000US36047012700,"Census Tract 127, Kings County, New York",Brooklyn,1788,215,213,145,1575,180
1400000US36047012801,"Census Tract 128.01, Kings County, New York",Brooklyn,754,148,212,70,542,142
1400000US36047012901,"Census Tract 129.01, Kings County, New York",Brooklyn,1030,124,567,106,463,148
1400000US36047012902,"Census Tract 129.02, Kings County, New York",Brooklyn,1902,203,273,148,1629,231
1400000US36047013000,"Census Tract 130, Kings County, New York",Brooklyn,1799,133,535,139,1264,172
