geoid,tract_name,borough,B05002_E001,B05002_M001,B05002_E002,B05002_M002,B05002_E003,B05002_M003,B05002_E004,B05002_M004,B05002_E005,B05002_M005,B05002_E006,B05002_M006,B05002_E007,B05002_M007,B05002_E008,B05002_M008,B05002_E009,B05002_M009,B05002_E010,B05002_M010,B05002_E011,B05002_M011,B05002_E012,B05002_M012,B05002_E013,B05002_M013,B05002_E014,B05002_M014,B05002_E015,B05002_M015,B05002_E016,B05002_M016,B05002_E017,B05002_M017,B05002_E018,B05002_M018,B05002_E019,B05002_M019,B05002_E020,B05002_M020,B05002_E021,B05002_M021,B05002_E022,B05002_M022,B05002_E023,B05002_M023,B05002_E024,B05002_M024,B05002_E025,B05002_M025,B05002_E026,B05002_M026,B05002_E027,B05002_M027
1400000US36005021100,"Census Tract 211, Bronx County, New York",Bronx,5922,1104,3669,962,3267,921,155,102,19,24,5,19,131,101,0,19,247,204,220,200,0,19,27,32,2253,583,1607,535,0,19,0,19,168,140,0,19,1439,535,0,19,646,284,87,109,0,19,75,68,0,19,484,265,0,19
1400000US36005021200,"Census Tract 212, Bronx County, New York",Bronx,5322,749,3188,522,2416,424,384,194,98,117,38,42,235,124,13,26,388,244,112,95,30,46,246,218,2134,547,1319,406,0,19,843,383,143,104,0,19,333,141,0,19,815,419,0,19,529,383,18,36,0,19,268,288,0,19
1400000US36005021301,"Census Tract 213.01, Bronx County, New York",Bronx,1289,589,811,600,613,428,81,125,0,14,37,71,44,57,0,14,117,75,49,54,0,14,68,65,478,140,263,120,0,14,0,14,26,65,0,14,237,90,0,14,215,99,0,14,0,14,0,14,0,14,215,99,0,14
1400000US36005021302,"Census Tract 213.02, Bronx County, New York",Bronx,5898,980,3382,846,2430,658,304,148,87,96,0,19,105,129,112,61,648,541,527,533,0,19,121,105,2516,622,1832,632,0,19,0,19,616,274,0,19,1216,601,0,19,684,329,0,19,0,19,80,126,0,19,604,309,0,19
1400000US36005021501,"Census Tract 215.01, Bronx County, New York",Bronx,4346,897,2871,845,2374,803,102,86,63,81,20,34,19,3,0,14,395,244,184,110,0,14,211,206,1475,453,794,299,0,14,52,83,51,51,0,14,691,288,0,14,681,277,0,14,0,14,58,32,0,14,623,277,0,14
1400000US36005021502,"Census Tract 215.02, Bronx County, New York",Bronx,6235,1008,3608,816,3322,835,185,135,3,7,0,19,182,134,0,19,101,86,101,86,0,19,0,19,2627,845,1310,368,0,19,0,19,168,148,0,19,1142,378,0,19,1317,770,7,17,2,4,42,82,0,19,1266,760,0,19
1400000US36005021601,"Census Tract 216.01, Bronx County, New York",Bronx,4118,761,2333,614,1839,546,132,230,31,234,8,20,73,81,20,29,362,150,244,108,0,14,118,103,1785,368,450,193,0,14,60,99,28,28,0,14,362,162,0,14,1335,334,23,29,51,133,10,23,0,14,1251,330,0,14
1400000US36005021602,"Census Tract 216.02, Bronx County, New York",Bronx,6027,1028,3107,564,2764,541,92,67,41,48,15,25,20,35,16,27,251,137,62,56,0,19,189,132,2920,866,1797,520,21,34,859,509,165,113,0,19,752,283,0,19,1123,630,0,19,554,351,62,50,0,19,507,518,0,19
1400000US36005021700,"Census Tract 217, Bronx County, New York",Bronx,5006,849,2623,705,1958,567,292,195,53,85,62,56,72,81,105,132,373,233,220,158,81,127,72,85,2383,563,1123,282,0,19,50,66,367,214,0,19,706,326,0,19,1260,525,54,91,27,44,135,144,0,19,1044,521,0,19
1400000US36005021800,"Census Tract 218, Bronx County, New York",Bronx,6050,997,4193,984,3146,555,150,79,33,40,20,32,68,42,29,45,897,573,629,569,0,19,268,184,1857,464,984,395,18,30,88,99,78,102,0,19,800,398,0,19,873,306,46,61,23,33,144,133,0,19,639,268,21,44
1400000US36005021900,"Census Tract 219, Bronx County, New York",Bronx,1488,153,829,138,608,95,106,73,14,22,32,52,47,24,13,20,115,73,105,72,0,14,10,12,659,155,196,98,0,14,0,14,0,14,0,14,196,98,0,14,463,107,0,14,7,10,0,14,0,14,456,106,0,14
1400000US36005022000,"Census Tract 220, Bronx County, New York",Bronx,1872,349,1309,236,1060,257,112,105,9,19,6,9,49,54,48,57,137,63,105,44,0,14,32,35,563,194,233,100,0,14,13,22,38,32,0,14,182,94,0,14,330,132,7,10,29,40,23,36,0,14,271,121,0,14
1400000US36005022101,"Census Tract 221.01, Bronx County, New York",Bronx,3752,746,1873,353,1602,296,135,92,43,45,16,26,76,68,0,14,136,124,42,59,0,14,94,90,1879,673,839,395,0,14,15,77,132,188,0,14,692,287,0,14,1040,588,0,14,6,30,31,49,0,14,1003,582,0,14
1400000US36005022102,"Census Tract 221.02, Bronx County, New York",Bronx,5144,915,2659,562,2200,522,25,37,0,19,0,19,25,37,0,19,434,212,98,85,18,29,318,195,2485,565,917,274,0,19,0,19,198,202,0,19,719,204,0,19,1568,524,0,19,38,58,225,192,0,19,1305,494,0,19
1400000US36005022200,"Census Tract 222, Bronx County, New York",Bronx,3330,482,1638,318,1276,261,174,106,66,63,0,14,79,73,29,38,188,132,24,32,0,14,164,133,1692,408,928,275,0,14,518,190,0,14,0,14,410,176,0,14,764,279,6,16,254,194,16,21,0,14,488,211,0,14
1400000US36005022300,"Census Tract 223, Bronx County, New York",Bronx,4867,893,2689,602,2155,501,122,101,52,79,0,14,70,74,0,14,412,182,251,130,0,14,161,164,2178,594,1265,388,0,14,0,14,58,82,0,14,1207,400,0,14,913,365,0,14,0,14,36,51,0,14,877,371,0,14
1400000US36005022401,"Census Tract 224.01, Bronx County, New York",Bronx,2433,391,1822,366,1359,385,85,61,31,41,21,22,33,40,0,14,378,138,152,107,0,14,226,123,611,253,230,122,33,38,73,90,0,14,0,14,124,70,0,14,381,206,60,76,48,54,18,28,0,14,255,181,0,14
1400000US36005022403,"Census Tract 224.03, Bronx County, New York",Bronx,2782,512,2022,466,1415,355,252,142,100,76,23,28,88,105,41,65,355,198,76,74,0,14,279,194,760,240,331,145,0,14,62,72,0,14,0,14,269,130,0,14,429,207,73,112,1,3,0,14,0,14,355,182,0,14
1400000US36005022404,"Census Tract 224.04, Bronx County, New York",Bronx,4292,593,3158,423,2326,399,361,143,136,88,42,43,143,105,40,50,471,188,136,83,0,14,335,190,1134,372,658,308,57,45,75,60,8,13,0,14,518,292,0,14,476,241,0,14,52,44,38,44,0,14,386,238,0,14
1400000US36005022500,"Census Tract 225, Bronx County, New York",Bronx,8040,1518,4613,858,4206,851,164,163,12,14,12,28,124,157,16,30,243,136,155,125,0,19,88,77,3427,842,2001,705,42,60,0,19,156,115,0,19,1803,690,0,19,1426,377,0,19,43,73,157,136,0,19,1226,348,0,19
1400000US36005022701,"Census Tract 227.01, Bronx County, New York",Bronx,4942,666,2866,698,2456,667,237,134,53,58,24,27,140,97,20,29,173,165,49,50,1,4,123,157,2076,613,1106,395,14,23,0,14,335,268,0,14,757,368,0,14,970,388,0,14,12,20,412,269,0,14,546,319,0,14
1400000US36005022702,"Census Tract 227.02, Bronx County, New York",Bronx,1071,208,453,163,344,146,104,66,51,54,0,14,53,43,0,14,5,12,0,14,0,14,5,12,618,160,372,154,0,14,0,14,41,50,0,14,331,143,0,14,246,115,0,14,18,26,46,48,0,14,182,97,0,14
1400000US36005022703,"Census Tract 227.03, Bronx County, New York",Bronx,1685,637,1012,618,868,619,106,83,72,66,0,14,25,25,9,15,38,42,27,39,11,18,0,14,673,174,249,107,10,15,9,14,0,14,0,14,230,110,0,14,424,117,0,14,45,42,46,72,0,14,333,140,0,14
1400000US36005022800,"Census Tract 228, Bronx County, New York",Bronx,5744,842,4604,797,3591,732,271,138,32,47,59,73,123,79,57,78,742,375,195,197,0,19,547,342,1140,364,537,230,122,98,140,117,0,19,0,19,275,177,0,19,603,273,81,72,184,137,0,19,0,19,338,232,0,19
1400000US36005022901,"Census Tract 229.01, Bronx County, New York",Bronx,5927,794,3244,645,2510,744,296,152,119,87,35,41,142,120,0,19,438,369,123,99,0,19,315,336,2683,643,1214,386,15,22,0,19,275,166,0,19,924,361,0,19,1469,534,18,26,15,23,191,163,0,19,1245,535,0,19
1400000US36005022902,"Census Tract 229.02, Bronx County, New York",Bronx,3378,677,1836,524,1504,445,98,82,54,64,0,14,44,48,0,14,234,230,75,90,0,14,159,176,1542,327,640,331,0,14,0,14,0,14,0,14,640,331,0,14,902,280,0,14,0,14,232,152,0,14,670,271,0,14
1400000US36005023000,"Census Tract 230, Bronx County, New York",Bronx,2889,618,1612,449,1255,340,28,30,0,14,10,16,0,14,18,26,329,192,119,141,0,14,210,125,1277,449,548,262,0,14,187,131,0,14,0,14,361,210,0,14,729,397,50,79,438,369,3,7,0,14,238,177,0,14
1400000US36005023100,"Census Tract 231, Bronx County, New York",Bronx,1420,312,843,279,565,238,76,67,0,14,40,38,36,35,0,14,202,159,132,135,1,2,69,101,577,221,240,120,0,14,58,74,150,77,0,14,32,35,0,14,337,167,42,51,0,14,239,141,0,14,56,54,0,14
1400000US36005023200,"Census Tract 232, Bronx County, New York",Bronx,2626,397,1821,357,1339,349,61,48,0,14,16,26,45,40,0,14,421,172,95,103,0,14,326,131,805,163,237,66,36,27,84,39,0,14,0,14,117,49,0,14,568,160,103,68,132,85,25,29,0,14,308,136,0,14
1400000US36005023301,"Census Tract 233.01, Bronx County, New York",Bronx,3841,512,1729,495,1514,503,46,47,25,29,0,14,21,37,0,14,169,101,104,72,0,14,65,63,2112,430,1174,423,19,40,15,23,103,110,0,14,1037,387,0,14,938,355,0,14,0,14,154,118,84,129,700,281,0,14
1400000US36005023302,"Census Tract 233.02, Bronx County, New York",Bronx,3955,658,2047,517,1645,492,120,103,18,29,0,14,72,70,30,50,282,206,83,77,0,14,199,190,1908,474,711,271,0,14,0,14,42,62,0,14,669,271,0,14,1197,415,0,14,0,14,221,246,0,14,976,324,0,14
1400000US36005023501,"Census Tract 235.01, Bronx County, New York",Bronx,2963,588,1475,522,1178,555,181,198,181,198,0,14,0,14,0,14,116,99,29,29,0,14,87,95,1488,396,623,237,0,14,1,3,57,69,0,14,565,253,0,14,865,339,0,14,0,14,76,107,0,14,789,394,0,14
1400000US36005023502,"Census Tract 235.02, Bronx County, New York",Bronx,4490,988,2769,959,2469,974,53,60,0,14,0,14,53,60,0,14,247,159,210,154,0,14,37,40,1721,338,891,233,0,14,0,14,78,68,0,14,813,237,0,14,830,296,0,14,0,14,52,64,0,14,778,303,0,14
1400000US36005023600,"Census Tract 236, Bronx County, New York",Bronx,1782,373,1037,329,790,308,67,52,27,25,21,32,17,26,2,3,180,77,63,45,0,14,117,64,745,186,234,111,53,66,38,39,25,30,0,14,118,85,0,14,511,169,86,78,63,59,5,21,0,14,357,169,0,14
1400000US36005023702,"Census Tract 237.02, Bronx County, New York",Bronx,1021,476,411,247,332,238,17,22,0,14,0,14,17,22,0,14,62,46,31,25,0,14,31,40,610,270,310,187,0,14,0,14,130,186,0,14,180,78,0,14,300,115,0,14,0,14,61,76,0,14,239,99,0,14
1400000US36005023703,"Census Tract 237.03, Bronx County, New York",Bronx,4959,865,3123,838,2651,819,162,106,123,93,10,18,29,43,0,14,310,188,133,88,0,14,177,184,1836,388,652,263,6,15,0,14,188,127,0,14,458,214,0,14,1184,323,0,14,62,83,52,43,0,14,1070,315,0,14
1400000US36005023704,"Census Tract 237.04, Bronx County, New York",Bronx,3358,585,1924,547,1609,434,90,90,9,25,18,30,63,68,0,14,225,175,113,64,0,14,112,165,1434,457,501,246,0,14,0,14,86,82,0,14,415,228,0,14,933,416,0,14,0,14,57,82,0,14,876,414,0,14
