geoid,tract_name,borough,B15003_E001,B15003_M001,B15003_E002,B15003_M002,B15003_E003,B15003_M003,B15003_E004,B15003_M004,B15003_E005,B15003_M005,B15003_E006,B15003_M006,B15003_E007,B15003_M007,B15003_E008,B15003_M008,B15003_E009,B15003_M009,B15003_E010,B15003_M010,B15003_E011,B15003_M011,B15003_E012,B15003_M012,B15003_E013,B15003_M013,B15003_E014,B15003_M014,B15003_E015,B15003_M015,B15003_E016,B15003_M016,B15003_E017,B15003_M017,B15003_E018,B15003_M018,B15003_E019,B15003_M019,B15003_E020,B15003_M020,B15003_E021,B15003_M021,B15003_E022,B15003_M022,B15003_E023,B15003_M023,B15003_E024,B15003_M024,B15003_E025,B15003_M025
1400000US36005016100,"Census Tract 161, Bronx County, New York",Bronx,3442,613,205,259,0,14,0,14,181,275,0,14,54,83,253,270,0,14,110,127,0,14,20,30,54,64,104,116,198,136,271,145,620,279,120,98,100,82,454,182,126,89,515,302,57,58,0,14,0,14
1400000US36005016200,"Census Tract 162, Bronx County, New York",Bronx,1264,188,10,14,0,14,0,14,0,14,0,14,0,14,9,13,13,17,0,14,0,14,19,28,61,52,11,12,19,20,6,11,343,136,41,36,46,44,167,65,119,62,158,76,195,79,34,32,13,15
1400000US36005016300,"Census Tract 163, Bronx County, New York",Bronx,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14
1400000US36005016400,"Census Tract 164, Bronx County, New York",Bronx,773,158,9,13,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,24,27,3,14,0,14,0,14,15,18,209,87,44,27,33,28,84,54,121,74,114,51,95,71,14,22,8,12
1400000US36005016500,"Census Tract 165, Bronx County, New York",Bronx,941,213,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,5,7,13,20,70,80,20,26,66,58,53,73,32,45,231,88,51,39,63,54,135,99,88,67,74,54,40,44,0,14,0,14
1400000US36005016600,"Census Tract 166, Bronx County, New York",Bronx,1534,228,116,117,0,14,0,14,0,14,0,14,0,14,0,14,0,14,8,13,5,10,21,31,9,9,8,10,26,29,14,15,256,104,32,22,111,87,192,73,153,83,397,124,172,86,6,9,8,11
1400000US36005016700,"Census Tract 167, Bronx County, New York",Bronx,1901,202,107,79,0,14,0,14,0,14,0,14,2,5,0,14,45,66,22,42,35,50,20,25,39,30,41,43,61,54,42,37,421,134,273,112,30,30,314,133,295,80,125,67,4,8,25,36,0,14
1400000US36005016900,"Census Tract 169, Bronx County, New York",Bronx,1282,251,6,12,0,14,0,14,0,14,0,14,0,14,9,20,28,41,0,14,0,14,57,57,10,20,70,49,100,77,65,60,280,124,79,49,45,50,83,66,149,82,180,102,121,157,0,14,0,14
1400000US36005017100,"Census Tract 171, Bronx County, New York",Bronx,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14
1400000US36005017300,"Census Tract 173, Bronx County, New York",Bronx,3816,732,322,263,0,19,0,19,0,19,12,22,0,19,0,19,28,49,70,104,0,19,248,230,63,94,200,201,61,91,129,206,1007,461,323,221,130,151,509,270,113,96,527,229,74,93,0,19,0,19
1400000US36005017500,"Census Tract 175, Bronx County, New York",Bronx,3458,542,6,11,0,19,0,19,0,19,4,8,0,19,68,105,0,19,295,208,0,19,121,148,40,55,7,10,352,257,34,59,1027,451,266,279,54,85,353,199,128,125,474,344,197,140,0,19,32,61
1400000US36005017701,"Census Tract 177.01, Bronx County, New York",Bronx,3579,530,236,240,0,19,0,19,0,19,0,19,33,48,0,19,83,112,95,77,0,19,109,123,271,353,244,117,62,61,134,184,1118,318,121,83,127,124,270,190,175,121,399,249,61,62,41,64,0,19
1400000US36005017702,"Census Tract 177.02, Bronx County, New York",Bronx,3328,567,242,209,0,19,0,19,0,19,0,19,31,46,0,19,0,19,143,129,24,38,8,14,167,168,57,62,551,325,81,84,433,195,248,150,159,170,556,261,144,101,333,169,144,95,0,19,7,10
1400000US36005017901,"Census Tract 179.01, Bronx County, New York",Bronx,3299,753,166,92,21,34,0,14,0,14,0,14,50,51,0,14,39,45,22,33,0,14,189,268,44,52,57,69,277,118,204,117,685,365,242,131,63,60,542,262,156,98,355,159,164,117,23,36,0,14
1400000US36005017902,"Census Tract 179.02, Bronx County, New York",Bronx,1843,372,238,161,0,14,0,14,0,14,75,73,0,14,0,14,0,14,65,99,73,109,128,180,84,94,19,31,18,29,155,172,590,291,74,96,22,31,116,115,17,27,91,76,78,94,0,14,0,14
1400000US36005018101,"Census Tract 181.01, Bronx County, New York",Bronx,1843,362,0,14,0,14,0,14,0,14,0,14,126,139,0,14,32,43,4,7,8,13,23,34,19,22,0,14,0,14,35,41,652,240,159,98,33,35,186,160,246,124,304,199,16,27,0,14,0,14
1400000US36005018102,"Census Tract 181.02, Bronx County, New York",Bronx,3620,688,301,165,0,19,0,19,0,19,0,19,0,19,29,33,34,43,57,70,0,19,23,18,66,56,5,11,239,131,208,119,1043,353,192,163,69,73,338,211,537,525,397,184,53,48,29,46,0,19
1400000US36005018301,"Census Tract 183.01, Bronx County, New York",Bronx,3055,366,179,69,0,14,0,14,0,14,0,14,19,32,45,69,38,60,110,94,69,111,41,42,59,60,40,44,125,91,19,36,581,188,48,41,141,85,354,155,256,166,602,173,250,98,60,58,19,31
1400000US36005018302,"Census Tract 183.02, Bronx County, New York",Bronx,2127,434,47,43,0,14,0,14,0,14,0,14,0,14,0,14,0,14,20,32,0,14,111,113,70,77,8,17,129,87,73,63,229,130,83,86,153,89,498,388,342,226,124,80,215,119,25,42,0,14
1400000US36005018400,"Census Tract 184, Bronx County, New York",Bronx,2606,428,129,94,0,14,0,14,0,14,0,14,41,45,0,14,0,14,49,38,3,4,84,105,16,25,43,61,0,14,20,30,890,245,100,85,95,81,262,171,270,124,436,160,140,95,9,15,19,29
1400000US36005018501,"Census Tract 185.01, Bronx County, New York",Bronx,2217,541,494,335,0,14,0,14,0,14,13,27,0,14,0,14,0,14,8,22,0,14,49,59,58,74,153,125,91,68,57,91,297,127,46,55,4,7,295,210,143,95,285,221,177,130,47,70,0,14
1400000US36005018502,"Census Tract 185.02, Bronx County, New York",Bronx,3627,420,186,150,0,19,0,19,0,19,0,19,125,139,0,19,0,19,0,19,37,49,143,73,123,104,162,152,227,168,173,151,716,236,479,282,427,227,252,180,217,143,296,236,46,67,18,37,0,19
1400000US36005018900,"Census Tract 189, Bronx County, New York",Bronx,5237,487,380,207,12,19,0,19,0,19,24,41,37,61,29,49,19,24,26,38,3,8,54,45,143,144,131,91,85,95,117,121,1048,310,399,231,159,114,783,304,456,232,1111,408,209,154,12,19,0,19
1400000US36005019300,"Census Tract 193, Bronx County, New York",Bronx,3856,817,138,125,0,19,0,19,0,19,0,19,2,7,29,66,28,51,0,19,94,119,24,37,109,164,278,176,0,19,111,104,822,435,346,234,130,121,753,703,251,194,511,282,230,293,0,19,0,19
1400000US36005019400,"Census Tract 194, Bronx County, New York",Bronx,1464,259,60,45,0,14,0,14,0,14,0,14,12,19,0,14,0,14,0,14,0,14,68,55,11,15,0,14,13,18,40,39,350,151,144,69,39,38,243,67,242,108,170,86,59,36,13,37,0,14
1400000US36005019500,"Census Tract 195, Bronx County, New York",Bronx,5321,951,293,198,0,19,0,19,0,19,0,19,56,89,0,19,0,19,5,13,0,19,63,58,87,132,30,49,72,72,346,272,1258,526,482,285,196,160,629,315,649,517,900,308,255,184,0,19,0,19
1400000US36005019700,"Census Tract 197, Bronx County, New York",Bronx,4523,644,460,225,0,19,0,19,0,19,0,19,0,19,43,69,0,19,71,79,0,19,136,158,82,122,134,167,500,425,279,205,917,361,161,150,236,308,478,231,532,306,284,139,183,172,0,19,27,45
1400000US36005019900,"Census Tract 199, Bronx County, New York",Bronx,5041,628,338,269,0,19,30,46,0,19,0,19,0,19,26,41,246,248,82,132,121,163,166,163,147,116,235,198,147,173,254,203,1115,410,192,139,189,158,396,189,676,403,538,246,51,60,48,58,44,73
1400000US36005020000,"Census Tract 200, Bronx County, New York",Bronx,2703,332,151,79,0,14,0,14,0,14,0,14,0,14,0,14,39,44,44,43,3,7,28,26,59,50,60,54,36,37,135,84,582,177,41,34,173,82,464,208,278,104,417,154,188,102,0,14,5,16
1400000US36005020100,"Census Tract 201, Bronx County, New York",Bronx,2386,333,134,145,0,14,0,14,47,50,0,14,0,14,4,9,8,23,125,97,3,9,4,14,90,66,134,95,68,57,138,109,351,151,233,117,125,83,548,281,237,135,125,106,12,20,0,14,0,14
1400000US36005020200,"Census Tract 202, Bronx County, New York",Bronx,1769,280,165,116,0,14,0,14,0,14,7,14,8,14,6,8,139,212,0,14,4,6,14,22,28,21,46,40,32,28,37,44,465,109,48,38,121,76,143,69,112,64,235,92,116,70,43,51,0,14
1400000US36005020400,"Census Tract 204, Bronx County, New York",Bronx,1816,252,195,124,0,14,0,14,0,14,0,14,5,8,0,14,0,14,19,30,0,14,27,42,46,75,57,63,0,14,40,38,594,208,64,52,130,100,203,103,197,106,93,60,122,86,24,31,0,14
1400000US36005020501,"Census Tract 205.01, Bronx County, New York",Bronx,5026,626,565,284,0,19,0,19,0,19,0,19,59,65,24,38,0,19,126,108,79,125,156,129,64,81,164,120,204,155,107,105,1400,496,410,257,285,228,624,303,450,282,147,111,138,112,24,39,0,19
1400000US36005020502,"Census Tract 205.02, Bronx County, New York",Bronx,1527,194,138,62,0,14,0,14,31,21,27,17,3,9,0,14,58,73,37,24,34,46,19,29,37,70,1,3,11,25,55,53,312,154,374,128,73,57,84,50,54,42,135,88,44,49,0,14,0,14
1400000US36005020601,"Census Tract 206.01, Bronx County, New York",Bronx,1815,367,134,100,0,14,0,14,0,14,26,42,35,44,0,14,0,14,21,33,29,42,58,59,0,14,9,16,1,5,45,47,396,159,176,142,122,83,174,109,180,106,308,142,85,68,16,22,0,14
1400000US36005020900,"Census Tract 209, Bronx County, New York",Bronx,2996,408,247,133,7,10,0,14,0,14,0,14,0,14,15,22,15,24,14,21,17,27,17,34,22,34,65,79,65,57,125,103,675,213,323,204,184,124,366,191,360,181,333,158,130,89,16,26,0,14
1400000US36005021001,"Census Tract 210.01, Bronx County, New York",Bronx,5324,693,351,206,0,19,0,19,0,19,0,19,0,19,0,19,32,45,59,69,0,19,17,26,50,77,175,223,0,19,91,106,893,308,537,229,106,73,1005,364,448,236,1019,342,530,267,11,16,0,19
1400000US36005021002,"Census Tract 210.02, Bronx County, New York",Bronx,5097,757,131,91,0,19,0,19,0,19,0,19,0,19,0,19,0,19,55,68,0,19,10,18,75,78,26,40,226,295,55,52,1168,377,261,136,447,181,461,222,598,243,858,220,666,568,60,90,0,19
1400000US36005021100,"Census Tract 211, Bronx County, New York",Bronx,3536,527,134,99,0,19,0,19,0,19,0,19,0,19,52,73,0,19,108,106,55,94,152,109,103,122,0,19,124,100,293,165,560,202,242,208,59,53,641,272,398,254,500,229,55,53,14,25,46,63
1400000US36005021200,"Census Tract 212, Bronx County, New York",Bronx,3843,562,201,155,0,19,0,19,0,19,0,19,0,19,0,19,25,40,42,48,0,19,16,22,20,27,90,94,57,88,226,126,839,251,229,151,202,139,627,329,265,146,695,254,280,141,16,27,13,22
1400000US36005021301,"Census Tract 213.01, Bronx County, New York",Bronx,728,146,67,63,0,14,0,14,0,14,15,21,8,13,0,14,0,14,16,23,0,14,37,71,30,20,0,14,0,14,36,25,142,79,22,28,32,43,104,72,54,33,155,77,10,15,0,14,0,14
1400000US36005021302,"Census Tract 213.02, Bronx County, New York",Bronx,3899,776,138,115,0,19,26,42,0,19,0,19,19,41,0,19,0,19,84,101,22,42,407,327,0,19,38,71,298,328,226,197,813,449,238,151,269,242,455,173,200,119,569,187,97,74,0,19,0,19
1400000US36005021501,"Census Tract 215.01, Bronx County, New York",Bronx,2638,576,108,87,0,14,0,14,0,14,48,75,0,14,0,14,4,6,51,54,44,74,92,87,144,116,35,41,0,14,106,104,496,205,111,93,184,105,491,358,211,111,432,232,81,80,0,14,0,14
1400000US36005021502,"Census Tract 215.02, Bronx County, New York",Bronx,3900,410,323,234,0,19,0,19,0,19,0,19,19,36,0,19,0,19,64,87,0,19,23,24,180,134,68,74,347,309,106,78,944,397,210,190,440,312,399,214,441,310,158,140,144,138,34,57,0,19
1400000US36005021601,"Census Tract 216.01, Bronx County, New York",Bronx,2617,355,110,134,0,14,0,14,0,14,0,14,19,34,7,12,6,11,0,14,44,65,114,110,136,104,0,14,117,82,181,120,929,306,143,159,117,77,256,128,149,78,205,132,76,51,2,10,6,11
1400000US36005021602,"Census Tract 216.02, Bronx County, New York",Bronx,4073,614,195,121,0,19,53,78,0,19,0,19,1,3,0,19,63,72,26,39,26,41,104,130,0,19,46,50,91,94,97,89,1285,317,43,44,55,48,358,194,327,171,745,224,418,293,119,112,21,34
1400000US36005021700,"Census Tract 217, Bronx County, New York",Bronx,3494,375,408,251,0,19,0,19,34,52,0,19,49,45,0,19,0,19,143,186,95,117,70,62,172,113,21,31,161,129,92,105,650,254,129,98,231,111,260,154,228,135,550,208,135,86,15,27,51,42
1400000US36005021800,"Census Tract 218, Bronx County, New York",Bronx,4149,630,336,222,0,19,0,19,0,19,0,19,0,19,0,19,50,84,70,78,87,128,263,162,96,88,72,106,73,72,160,108,828,278,387,319,456,326,316,165,389,140,352,154,193,119,21,35,0,19
1400000US36005021900,"Census Tract 219, Bronx County, New York",Bronx,989,97,62,21,0,14,0,14,0,14,0,14,0,14,0,14,2,3,56,34,0,14,135,47,7,11,29,37,0,14,12,17,173,102,25,19,106,56,86,44,69,42,204,92,11,13,12,20,0,14
1400000US36005022000,"Census Tract 220, Bronx County, New York",Bronx,1097,189,120,123,0,14,0,14,44,72,19,35,0,14,0,14,0,14,71,52,1,2,28,29,73,56,47,49,50,62,33,30,235,115,58,44,41,36,63,56,158,69,44,35,12,20,0,14,0,14
1400000US36005022101,"Census Tract 221.01, Bronx County, New York",Bronx,2096,404,73,58,6,30,0,14,0,14,71,95,0,14,0,14,24,36,100,119,9,15,75,74,32,39,7,18,63,61,154,128,273,143,157,109,123,98,276,157,290,146,335,219,28,39,0,14,0,14
1400000US36005022102,"Census Tract 221.02, Bronx County, New York",Bronx,3177,410,450,178,16,25,20,30,0,19,32,50,0,19,16,25,40,44,134,124,56,73,181,199,132,99,35,38,46,73,129,84,545,218,171,142,212,128,478,176,92,97,266,137,60,55,66,71,0,19
1400000US36005022200,"Census Tract 222, Bronx County, New York",Bronx,2181,295,102,96,0,14,0,14,0,14,0,14,23,35,0,14,27,43,19,31,4,8,16,23,37,42,17,25,33,39,95,77,616,182,173,114,77,58,245,166,114,64,441,128,130,77,12,17,0,14
1400000US36005022300,"Census Tract 223, Bronx County, New York",Bronx,3190,661,370,189,0,14,0,14,0,14,0,14,16,26,0,14,0,14,122,174,16,27,68,71,132,124,16,26,4,11,105,93,993,378,165,145,76,77,420,299,428,289,208,117,26,40,25,39,0,14
1400000US36005022401,"Census Tract 224.01, Bronx County, New York",Bronx,1660,221,108,79,0,14,0,14,0,14,0,14,0,14,65,76,30,48,0,14,0,14,9,13,81,76,4,15,31,46,30,28,325,105,12,17,51,38,190,110,136,82,385,155,103,63,100,71,0,14
1400000US36005022403,"Census Tract 224.03, Bronx County, New York",Bronx,2039,300,65,71,0,14,0,14,0,14,0,14,36,42,0,14,37,34,0,14,9,16,27,35,55,51,43,44,24,38,29,32,326,132,67,52,14,17,369,129,330,184,349,138,188,82,51,58,20,22
1400000US36005022404,"Census Tract 224.04, Bronx County, New York",Bronx,3052,426,105,75,0,14,0,14,28,45,19,30,0,14,104,165,0,14,24,38,0,14,95,71,108,90,123,91,45,42,80,71,524,154,111,77,244,115,461,218,309,169,392,125,225,150,55,43,0,14
1400000US36005022500,"Census Tract 225, Bronx County, New York",Bronx,5445,1012,628,339,0,19,0,19,0,19,0,19,67,56,18,39,25,42,369,249,66,72,28,24,258,193,163,105,128,94,205,149,1722,581,257,182,196,160,449,205,249,160,563,342,54,52,0,19,0,19
1400000US36005022701,"Census Tract 227.01, Bronx County, New York",Bronx,3371,470,322,247,0,14,0,14,0,14,0,14,37,60,17,28,206,279,35,50,0,14,304,288,25,19,15,10,237,185,102,82,682,277,85,94,179,126,554,272,242,138,170,113,159,103,0,14,0,14
1400000US36005022702,"Census Tract 227.02, Bronx County, New York",Bronx,859,178,86,57,0,14,0,14,0,14,0,14,0,14,7,16,18,30,14,19,0,14,45,50,5,12,36,53,44,45,46,38,99,104,55,47,0,14,61,55,125,95,132,84,81,110,5,10,0,14
1400000US36005022703,"Census Tract 227.03, Bronx County, New York",Bronx,1102,224,92,54,0,14,0,14,0,14,0,14,9,14,0,14,28,42,21,33,0,14,0,14,96,112,15,24,0,14,51,50,143,62,34,49,123,129,136,84,160,67,43,34,74,83,77,58,0,14
1400000US36005022800,"Census Tract 228, Bronx County, New York",Bronx,3696,508,140,120,0,19,0,19,0,19,0,19,13,21,85,97,54,76,14,24,0,19,15,24,17,28,32,47,42,67,28,45,782,253,144,115,201,113,277,184,515,224,986,340,344,169,0,19,7,17
1400000US36005022901,"Census Tract 229.01, Bronx County, New York",Bronx,3634,463,221,188,0,19,0,19,58,90,0,19,48,59,0,19,30,30,39,53,22,30,190,132,74,72,136,105,84,67,89,93,1258,446,121,102,195,113,258,131,217,118,417,230,127,75,50,46,0,19
1400000US36005022902,"Census Tract 229.02, Bronx County, New York",Bronx,2259,572,259,198,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,18,28,89,78,21,32,61,73,0,14,35,37,681,306,114,109,46,75,191,121,206,138,347,215,34,51,157,237,0,14
1400000US36005023000,"Census Tract 230, Bronx County, New York",Bronx,1768,364,91,48,0,14,0,14,0,14,0,14,0,14,0,14,13,22,0,14,0,14,129,117,47,45,157,105,27,35,11,18,547,223,58,41,99,113,125,97,305,180,85,58,74,51,0,14,0,14
1400000US36005023100,"Census Tract 231, Bronx County, New York",Bronx,900,186,101,82,0,14,0,14,0,14,0,14,0,14,0,14,0,14,27,35,31,39,56,63,22,32,13,23,10,11,60,47,363,156,32,33,16,32,58,40,39,70,47,40,25,34,0,14,0,14
1400000US36005023200,"Census Tract 232, Bronx County, New York",Bronx,1544,228,78,38,0,14,0,14,0,14,0,14,3,7,4,6,0,14,18,21,0,14,80,57,15,21,36,25,89,67,37,31,476,161,33,26,108,58,155,74,77,41,201,80,108,78,13,21,13,14
1400000US36005023301,"Census Tract 233.01, Bronx County, New York",Bronx,2614,409,318,206,0,14,0,14,27,55,0,14,0,14,38,44,0,14,102,103,0,14,47,43,37,39,48,50,198,112,120,90,882,321,262,169,199,185,62,62,59,86,143,100,57,61,15,23,0,14
1400000US36005023302,"Census Tract 233.02, Bronx County, New York",Bronx,2176,368,76,77,0,14,0,14,14,21,0,14,57,39,34,42,0,14,96,92,4,6,100,91,127,103,55,62,77,52,174,157,515,194,85,47,105,77,307,174,124,145,136,133,0,14,0,14,90,125
1400000US36005023501,"Census Tract 235.01, Bronx County, New York",Bronx,1907,342,300,223,0,14,0,14,0,14,0,14,13,22,0,14,0,14,79,63,34,44,0,14,27,37,40,44,0,14,292,40,482,279,178,146,70,88,62,71,193,187,119,121,0,14,18,32,0,14
1400000US36005023502,"Census Tract 235.02, Bronx County, New York",Bronx,3074,513,428,208,0,14,0,14,0,14,0,14,26,32,25,36,61,76,89,92,29,36,118,79,66,56,73,86,35,54,58,45,758,289,74,50,39,58,347,218,182,148,447,244,219,317,0,14,0,14
1400000US36005023600,"Census Tract 236, Bronx County, New York",Bronx,1111,194,71,58,0,14,0,14,0,14,3,5,7,12,13,20,0,14,0,14,14,23,68,55,47,43,0,14,0,14,45,33,300,108,93,52,26,24,177,67,41,37,110,77,96,69,0,14,0,14
1400000US36005023702,"Census Tract 237.02, Bronx County, New York",Bronx,694,226,24,31,0,14,0,14,0,14,0,14,8,10,0,14,46,45,24,40,0,14,107,68,8,11,15,18,12,27,6,9,219,120,8,11,59,61,59,51,34,31,51,51,14,14,0,14,0,14
1400000US36005023703,"Census Tract 237.03, Bronx County, New York",Bronx,3091,646,240,155,0,14,0,14,0,14,46,58,53,58,12,17,0,14,42,69,38,57,117,97,84,86,140,103,120,123,42,56,803,262,209,135,308,396,207,141,235,239,319,135,59,93,0,14,17,30
1400000US36005023704,"Census Tract 237.04, Bronx County, New York",Bronx,2259,331,275,182,0,14,0,14,0,14,0,14,0,14,0,14,36,58,0,14,3,15,45,63,97,108,0,14,10,17,113,90,567,294,184,107,325,192,171,128,90,78,214,157,129,108,0,14,0,14
1400000US36005023800,"Census Tract 238, Bronx County, New York",Bronx,1587,224,39,34,0,14,0,14,0,14,0,14,6,10,19,28,16,26,41,45,5,7,28,45,15,18,16,16,64,38,94,72,382,120,124,63,105,54,218,83,74,44,234,79,90,46,4,7,13,22
1400000US36005023900,"Census Tract 239, Bronx County, New York",Bronx,5468,1269,482,394,0,19,0,19,0,19,77,108,0,19,0,19,0,19,40,55,0,19,78,99,476,280,358,244,41,55,338,247,1659,696,114,89,343,315,412,209,218,125,606,291,198,228,0,19,28,52
1400000US36005024000,"Census Tract 240, Bronx County, New York",Bronx,2810,488,182,166,14,21,0,14,0,14,0,14,0,14,0,14,19,31,43,44,0,14,0,14,54,45,97,73,96,99,0,14,784,294,249,138,186,109,259,166,311,147,450,182,66,65,0,14,0,14
1400000US36005024100,"Census Tract 241, Bronx County, New York",Bronx,4236,739,412,377,0,19,0,19,0,19,0,19,5,21,0,19,0,19,190,183,174,244,185,221,36,47,389,412,111,96,275,162,1100,308,178,130,196,227,434,256,91,93,401,313,6,13,53,72,0,19
1400000US36005024300,"Census Tract 243, Bronx County, New York",Bronx,2745,346,291,154,0,14,0,14,0,14,0,14,35,53,0,14,0,14,0,14,0,14,43,59,65,75,181,204,53,87,160,95,735,312,136,95,77,84,376,203,274,144,270,145,49,59,0,14,0,14
1400000US36005024400,"Census Tract 244, Bronx County, New York",Bronx,1447,223,40,32,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,4,6,25,36,0,14,35,38,0,14,26,28,457,142,41,51,31,37,192,84,167,90,268,116,140,66,0,14,21,21
1400000US36005024501,"Census Tract 245.01, Bronx County, New York",Bronx,3584,505,228,162,0,14,0,14,0,14,0,14,46,59,27,44,121,97,85,66,62,96,97,69,37,39,118,97,53,58,280,173,1195,346,120,92,216,118,267,147,164,105,388,216,80,69,0,14,0,14
1400000US36005024502,"Census Tract 245.02, Bronx County, New York",Bronx,2616,516,292,178,0,14,0,14,0,14,0,14,0,14,25,45,35,45,22,38,20,42,30,52,25,38,0,14,299,224,204,200,566,374,108,90,41,43,319,137,233,125,385,296,12,21,0,14,0,14
1400000US36005024600,"Census Tract 246, Bronx County, New York",Bronx,1503,240,72,50,0,14,0,14,0,14,0,14,0,14,17,23,0,14,41,41,0,14,20,25,0,14,25,22,0,14,82,67,359,148,73,37,137,78,124,80,100,64,287,123,112,56,30,18,24,18
1400000US36005024700,"Census Tract 247, Bronx County, New York",Bronx,1286,190,18,21,0,14,0,14,0,14,0,14,0,14,0,14,0,14,32,48,15,26,15,22,56,86,128,136,24,38,27,21,198,87,99,61,74,54,166,86,56,41,271,94,70,58,29,41,8,13
1400000US36005024800,"Census Tract 248, Bronx County, New York",Bronx,2763,377,101,60,0,14,0,14,0,14,0,14,28,31,32,34,63,42,0,14,0,14,80,43,31,30,48,51,67,73,199,176,579,243,118,64,81,56,298,119,293,172,358,121,291,148,19,17,77,72
1400000US36005024900,"Census Tract 249, Bronx County, New York",Bronx,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14
1400000US36005025000,"Census Tract 250, Bronx County, New York",Bronx,1857,401,135,93,0,14,0,14,0,14,0,14,0,14,0,14,5,8,20,24,0,14,61,64,17,27,26,27,9,16,41,40,663,294,48,41,79,89,144,62,128,110,278,118,129,83,5,8,69,75
1400000US36005025100,"Census Tract 251, Bronx County, New York",Bronx,4434,765,403,267,0,19,0,19,0,19,0,19,0,19,0,19,0,19,162,170,130,160,113,181,104,138,16,24,35,59,305,244,859,361,485,320,432,243,411,235,144,130,486,258,197,190,78,91,74,121
1400000US36005025200,"Census Tract 252, Bronx County, New York",Bronx,1619,296,45,52,0,14,0,14,0,14,0,14,0,14,26,23,0,14,34,44,0,14,0,14,42,50,15,24,16,25,21,32,432,179,64,70,6,21,140,86,97,79,368,172,217,111,12,20,84,71
1400000US36005025300,"Census Tract 253, Bronx County, New York",Bronx,3741,639,342,197,0,19,0,19,0,19,0,19,47,48,38,64,55,66,67,59,62,59,99,75,36,28,181,137,250,152,166,109,776,267,149,85,291,148,421,175,253,221,475,272,33,40,0,19,0,19
1400000US36005025400,"Census Tract 254, Bronx County, New York",Bronx,1768,272,52,43,0,14,0,14,0,14,0,14,0,14,4,8,7,10,5,9,6,9,117,61,32,34,10,11,29,42,66,36,438,119,73,68,122,77,34,23,125,66,465,144,125,61,33,28,25,27
